Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
Barrel792x33mmKurzSchematic,items,Ammo,New,7.92x33mm Kurz Barrel Schematic,,,,,
Conversionkit792x33mmKurzSchematic,items,Ammo,New,7.92x33mm Kurz Conversion kit Schematic,,,,,





223Remington,items,Ammo,New,.223 Remington (AMMO),,,,,
223RemingtonDesc,items,Ammo,New,.223 Remington Ammo\nCan be crafted at a workbench.\n\nBace Damage: 44\nArmor-piercing: 10%\nPenetration Count: 0,,,,,

ammoBundle223Remington,items,Ammo,New,Box of .223 Remington (100),,,,,

556x45mmNATO,items,Ammo,New,5.56x45mm NATO (AMMO),,,,,
556x45mmNATODesc,items,Ammo,New,5.56x45mm NATO Ammo\nCan be crafted at a workbench.\n\nBace Damage: 52\nArmor-piercing: 0%\nPenetration Count: 0,,,,,

ammoBundle556x45mmNATO,items,Ammo,New,Box of 5.56x45mm NATO (100),,,,,

Receiver223_556,items,Ammo,New,Receiver [.223 Rem/5.56 NATO],,,,,
Receiver223_556Desc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel223_556,items,Ammo,New,Barrel [.223 Rem/5.56 NATO],,,,,
Barrel223_556Desc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit223_556,items,Ammo,New,Conversion kit [.223 Rem/5.56 NATO],,,,,
Conversionkit223_556Desc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



545x39mm,items,Ammo,New,5.45x39mm (AMMO),,,,,
545x39mmDesc,items,Ammo,New,5.45x39mm Ammo\nCan be crafted at a workbench.\n\nBace Damage: 42\nArmor-piercing: 8%\nPenetration Count: 0,,,,,

ammoBundle545x39mm,items,Ammo,New,Box of 5.45x39mm (100),,,,,

Receiver545x39mm,items,Ammo,New,Receiver [5.45x39mm],,,,,
Receiver545x39mmDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel545x39mm,items,Ammo,New,Barrel [5.45x39mm],,,,,
Barrel545x39mmDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit545x39mm,items,Ammo,New,Conversion kit [5.45x39mm],,,,,
Conversionkit545x39mmDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



30Carbine,items,Ammo,New,.30 Carbine (AMMO),,,,,
30CarbineDesc,items,Ammo,New,.30 Carbine Ammo\nCan be crafted at a workbench.\n\nBace Damage: 40\nArmor-piercing: 31%\nPenetration Count: 0,,,,,

ammoBundle30Carbine,items,Ammo,New,Box of .30 Carbine (100),,,,,

Receiver30Carbine,items,Ammo,New,Receiver [.30 Carbine],,,,,
Receiver30CarbineDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel30Carbine,items,Ammo,New,Barrel [.30 Carbine],,,,,
Barrel30CarbineDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit30Carbine,items,Ammo,New,Conversion kit [.30 Carbine],,,,,
Conversionkit30CarbineDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



300AACBlackout,items,Ammo,New,.300 AAC Blackout (AMMO),,,,,
300AACBlackoutDesc,items,Ammo,New,.300 AAC Blackout Ammo\nCan be crafted at a workbench.\n\nBace Damage: 60\nArmor-piercing: -4%\nPenetration Count: 0,,,,,

ammoBundle300AACBlackout,items,Ammo,New,Box of .300 AAC Blackout (100),,,,,

Receiver300AACBlackout,items,Ammo,New,Receiver [.300 AAC Blackout],,,,,
Receiver300AACBlackoutDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel300AACBlackout,items,Ammo,New,Barrel [.300 AAC Blackout],,,,,
Barrel300AACBlackoutDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit300AACBlackout,items,Ammo,New,Conversion kit [.300 AAC Blackout],,,,,
Conversionkit300AACBlackoutDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



9x39mm,items,Ammo,New,9x39mm (AMMO),,,,,
9x39mmDesc,items,Ammo,New,9x39 Ammo\nCan be crafted at a workbench.\n\nBace Damage: 68\nArmor-piercing: -7%\nPenetration Count: 0,,,,,

ammoBundle9x39mm,items,Ammo,New,Box of 9x39mm (100),,,,,

Receiver9x39mm,items,Ammo,New,Receiver [9x39mm],,,,,
Receiver9x39mmDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel9x39mm,items,Ammo,New,Barrel [9x39mm],,,,,
Barrel9x39mmDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit9x39mm,items,Ammo,New,Conversion kit [9x39mm],,,,,
Conversionkit9x39mmDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



458SOCOM,items,Ammo,New,.458 SOCOM (AMMO),,,,,
458SOCOMDesc,items,Ammo,New,.458 SOCOM Ammo\nCan be crafted at a workbench.\n\nBace Damage: 74\nArmor-piercing: -9%\nPenetration Count: 0,,,,,

ammoBundle458SOCOM,items,Ammo,New,Box of .458 SOCOM (100),,,,,

Receiver458SOCOM,items,Ammo,New,Receiver [.458 SOCOM],,,,,
Receiver458SOCOMDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel458SOCOM,items,Ammo,New,Barrel [.458 SOCOM],,,,,
Barrel458SOCOMDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit458SOCOM,items,Ammo,New,Conversion kit [.458 SOCOM],,,,,
Conversionkit458SOCOMDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



50Beowulf,items,Ammo,New,.50 Beowulf (AMMO),,,,,
50BeowulfDesc,items,Ammo,New,.50 Beowulf Ammo\nCan be crafted at a workbench.\n\nBace Damage: 81\nArmor-piercing: -12%\nPenetration Count: 0,,,,,

ammoBundle50Beowulf,items,Ammo,New,Box of .50 Beowulf (100),,,,,

Receiver50Beowulf,items,Ammo,New,Receiver [.50 Beowulf],,,,,
Receiver50BeowulfDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel50Beowulf,items,Ammo,New,Barrel [.50 Beowulf],,,,,
Barrel50BeowulfDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit50Beowulf,items,Ammo,New,Conversion kit [.50 Beowulf],,,,,
Conversionkit50BeowulfDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,































10GaugeShotgunShells,items,Ammo,New,10 Gauge Shotgun Shells (AMMO),,,,,
10GaugeShotgunShellsDesc,items,Ammo,New,10 Gauge Shotgun Shells Ammo\nCan be crafted at a workbench.\n\nBace Damage: 18\nPellet Count: 12\nArmor-piercing: 15%\nPenetration Count: 2,,,,,,,,,,

ammoBundle10GaugeShotgunShells,items,Ammo,New,Box of 10 Gauge Shotgun Shells (100),,,,,

Receiver10Gauge,items,Ammo,New,Receiver [10 Gauge],,,,,
Receiver10GaugeDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel10Gauge,items,Ammo,New,Barrel [10 Gauge],,,,,
Barrel10GaugeDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit10Gauge,items,Ammo,New,Conversion kit [10 Gauge],,,,,
Conversionkit10GaugeDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



Receiver12Gauge,items,Ammo,New,Receiver [12 Gauge],,,,,
Receiver12GaugeDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel12Gauge,items,Ammo,New,Barrel [12 Gauge],,,,,
Barrel12GaugeDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit12Gauge,items,Ammo,New,Conversion kit [12 Gauge],,,,,
Conversionkit12GaugeDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



16GaugeShotgunShells,items,Ammo,New,16 Gauge Shotgun Shells (AMMO),,,,,
16GaugeShotgunShellsDesc,items,Ammo,New,16 Gauge Shotgun Shells Ammo\nCan be crafted at a workbench.\n\nBace Damage: 10\nPellet Count: 6\nArmor-piercing: 21%\nPenetration Count: 1,,,,,,,,,,

ammoBundle16GaugeShotgunShells,items,Ammo,New,Box of 16 Gauge Shotgun Shells (100),,,,,

Receiver16Gauge,items,Ammo,New,Receiver [16 Gauge],,,,,
Receiver16GaugeDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel16Gauge,items,Ammo,New,Barrel [16 Gauge],,,,,
Barrel16GaugeDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit16Gauge,items,Ammo,New,Conversion kit [16 Gauge],,,,,
Conversionkit16GaugeDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



20GaugeShotgunShells,items,Ammo,New,20 Gauge Shotgun Shells (AMMO),,,,,
20GaugeShotgunShellsDesc,items,Ammo,New,20 Gauge Shotgun Shells Ammo\nCan be crafted at a workbench.\n\nBace Damage: 8\nPellet Count: 5\nArmor-piercing: 32%\nPenetration Count: 0,,,,,,,,,,

ammoBundle20GaugeShotgunShells,items,Ammo,New,Box of 20 Gauge Shotgun Shells (100),,,,,

Receiver20Gauge,items,Ammo,New,Receiver [20 Gauge],,,,,
Receiver20GaugeDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel20Gauge,items,Ammo,New,Barrel [20 Gauge],,,,,
Barrel20GaugeDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit20Gauge,items,Ammo,New,Conversion kit [20 Gauge],,,,,
Conversionkit20GaugeDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



410GaugeShotgunShells,items,Ammo,New,.410 Gauge Shotgun Shells (AMMO),,,,,
410GaugeShotgunShellsDesc,items,Ammo,New,.410 Gauge Shotgun Shells Ammo\nCan be crafted at a workbench.\n\nBace Damage: 4.5\nPellet Count: 5\nArmor-piercing: 58%\nPenetration Count: 0,,,,,,,,,,

ammoBundle410GaugeShotgunShells,items,Ammo,New,Box of .410 Gauge Shotgun Shells (100),,,,,

Receiver410Gauge,items,Ammo,New,Receiver [.410 Gauge],,,,,
Receiver410GaugeDesc,items,Ammo,New,A secondary component for crafting a conversion kit,,,,,

Barrel410Gauge,items,Ammo,New,Barrel [.410 Gauge],,,,,
Barrel410GaugeDesc,items,Ammo,New,A primary component for crafting a conversion kit,,,,,

Conversionkit410Gauge,items,Ammo,New,Conversion kit [.410 Gauge],,,,,
Conversionkit410GaugeDesc,items,Ammo,New,Conversion kits are used to create a new weapon with the modified caliber,,,,,



12GaugeDragonsBreath,items,Ammo,New,12 Gauge Dragon's Breath (AMMO),,,,,
12GaugeDragonsBreathDesc,items,Ammo,New,12 Gauge Dragon's Breath Ammo\nCan be crafted at a workbench.\n\nBace Damage: 4\nPellet Count: 18\nArmor-piercing: 43%\nPenetration Count: 2,,,,,,,,,,

ammoBundle12GaugeDragonsBreath,items,Ammo,New,Box of 12 Gauge Dragon's Breath (100),,,,,

12GaugePower_Shok,items,Ammo,New,12 Gauge Power-Shok (AMMO),,,,,
12GaugePower_ShokDesc,items,Ammo,New,12 Gauge Power-Shok Ammo\nCan be crafted at a workbench.\n\nBace Damage: 145\nPellet Count: 1\nArmor-piercing: -37%\nPenetration Count: 2,,,,,,,,,,

ammoBundle12GaugePower_Shok,items,Ammo,New,Box of 12 Gauge Power-Shok (100),,,,,

10GaugeSSTSabotSlug,items,Ammo,New,10 Gauge SST Sabot Slug (AMMO),,,,,
10GaugeSSTSabotSlugDesc,items,Ammo,New,10 Gauge SST Sabot Slug Ammo\nCan be crafted at a workbench.\n\nBace Damage: 260\nPellet Count: 1\nArmor-piercing: -56%\nPenetration Count: 3,,,,,,,,,,

ammoBundle10GaugeSSTSabotSlug,items,Ammo,New,Box of 10 Gauge SST Sabot Slugs (100),,,,,

10GaugeMagnum00Buckshot,items,Ammo,New,10 Gauge Magnum 00 Buckshot (AMMO),,,,,
10GaugeMagnum00BuckshotDesc,items,Ammo,New,10 Gauge Magnum 00 Buckshot Ammo\nCan be crafted at a workbench.\n\nBace Damage: 20\nPellet Count: 18\nArmor-piercing: -12%\nPenetration Count: 2,,,,,,,,,,

ammoBundle10GaugeMagnum00Buckshot,items,Ammo,New,Box of 10 Gauge Magnum 00 Buckshot (100),,,,,

16GaugeShotgunSlug,items,Ammo,New,16 Gauge Shotgun Slug (AMMO),,,,,
16GaugeShotgunSlugDesc,items,Ammo,New,16 Gauge Shotgun Slug Ammo\nCan be crafted at a workbench.\n\nBace Damage: 62\nPellet Count: 1\nArmor-piercing: -17%\nPenetration Count: 1,,,,,,,,,,
16GaugeShotgunSlugSchematic,items,Ammo,New,16 Gauge Shotgun Slug Schematic,,,,,

16GaugeShotgunSlugBundle,items,Ammo,New,Box of 16 Gauge Shotgun Slugs (100),,,,,

20GaugeSSTShotgunSlug,items,Ammo,New,20 Gauge SST Slug (AMMO),,,,,
20GaugeSSTShotgunSlugDesc,items,Ammo,New,20 Gauge SST Slug Ammo\nCan be crafted at a workbench.\n\nBace Damage: 47\nPellet Count: 1\nArmor-piercing: -14%\nPenetration Count: 0,,,,,,,,,,
20GaugeSSTShotgunSlugSchematic,items,Ammo,New,20 Gauge SST Slug Schematic,,,,,

20GaugeSSTShotgunSlugBundle,items,Ammo,New,Box of 20 Gauge SST Slugs (100),,,,,

410GaugeShotgunShellsSlugs,items,Ammo,New,.410 Gauge Shotgun Slug (AMMO),,,,,
410GaugeShotgunShellsSlugsDesc,items,Ammo,New,.410 Gauge Shotgun Slug Ammo\nCan be crafted at a workbench.\n\nBace Damage: 25\nPellet Count: 1\nArmor-piercing: -1%\nPenetration Count: 0,,,,,,,,,,
410GaugeShotgunShellsSlugsSchematic,items,Ammo,New,.410 Gauge Shotgun Slug Schematic,,,,,

410GaugeShotgunShellsSlugsBundle,items,Ammo,New,Box of .410 Gauge Shotgun Slugs (100),,,,,

410Gauge000BuckShotgunShells,items,Ammo,New,.410 Gauge 000 Buckshot (AMMO),,,,,
410Gauge000BuckShotgunShellsDesc,items,Ammo,New,.410 Gauge 000 Buckshot Ammo\nCan be crafted at a workbench.\n\nBace Damage: 8\nPellet Count: 4\nArmor-piercing: 48%\nPenetration Count: 0,,,,,,,,,,
410Gauge000BuckShotgunShellsSchematic,items,Ammo,New,.410 Gauge 000 Buckshot Schematic,,,,,

410Gauge000BuckShotgunShellsBundle,items,Ammo,New,Box of .410 Gauge 000 Buckshot (100),,,,,

4GaugeLeadBall,items,Ammo,New,30mm Lead Ball (AMMO),,,,,
4GaugeLeadBallDesc,items,Ammo,New,30mm Lead Ball Ammo\nCan be crafted at a workbench.\n\nBace Damage: 376\nBace Block Damage: 312\nArmor-piercing: -82%\nPenetration Count: 0,,,,,
4 Gauge Lead Ball Schematic,items,Ammo,New,30mm Lead Ball Schematic,,,,,









MK-2 autoTurret,items,Ammo,New,MK-2 AutoTurret,,,,,
MK2autoTurretSchematic,items,Ammo,New,MK-2 AutoTurret Schematic,,,,,

MK-2 shotgunTurret,items,Ammo,New,MK-2 ShotgunTurret,,,,,
MK2shotgunTurretSchematic,items,Ammo,New,MK-2 ShotgunTurret Schematic,,,,,



.22 LR autoTurret,items,Ammo,New,.22 LR AutoTurret,,,,,
MK-2 .22 LR autoTurret,items,Ammo,New,MK-2 .22 LR AutoTurret,,,,,

22LRautoTurretSchematic,items,Ammo,New,.22 LR AutoTurret Schematic,,,,,
MK222LRautoTurretSchematic,items,Ammo,New,MK-2 .22 LR AutoTurret Schematic,,,,,

.45 ACP autoTurret,items,Ammo,New,.45 ACP AutoTurret,,,,,
MK-2 .45 ACP autoTurret,items,Ammo,New,MK-2 .45 ACP AutoTurret,,,,,

45ACPautoTurretSchematic,items,Ammo,New,.45 ACP AutoTurret Schematic,,,,,
MK245ACPautoTurret,items,Ammo,New,MK-2 .45 ACP AutoTurret Schematic,,,,,

.30 Carbine autoTurret,items,Ammo,New,.30 Carbine AutoTurret,,,,,
MK-2 .30 Carbine autoTurret,items,Ammo,New,MK-2 .30 Carbine AutoTurret,,,,,

30CarbineautoTurretSchematic,items,Ammo,New,.30 Carbine AutoTurret Schematic,,,,,
MK230CarbineautoTurretSchematic,items,Ammo,New,MK-2 .30 Carbine AutoTurret Schematic,,,,,

5.56x45mm NATO autoTurret,items,Ammo,New,5.56x45mm NATO AutoTurret,,,,,
MK-2 5.56x45mm NATO autoTurret,items,Ammo,New,MK-2 5.56x45mm NATO AutoTurret,,,,,

556x45mmNATOautoTurretSchematic,items,Ammo,New,5.56x45mm NATO AutoTurret Schematic,,,,,
MK2556x45mmNATOautoTurretSchematic,items,Ammo,New,MK-2 5.56x45mm NATO AutoTurret Schematic,,,,,

7.62x51mm NATO autoTurret,items,Ammo,New,7.62x51mm NATO AutoTurret,,,,,
MK-2 7.62x51mm NATO autoTurret,items,Ammo,New,MK-2 7.62x51mm NATO AutoTurret,,,,,

762x51mmNATOautoTurretSchematic,items,Ammo,New,7.62x51mm NATO AutoTurret Schematic,,,,,
MK2762x51mmNATOautoTurretSchematic,items,Ammo,New,MK-2 7.62x51mm NATO AutoTurret Schematic,,,,,

30-06 SPRG autoTurret,items,Ammo,New,30-06 Springfield AutoTurret,,,,,
MK-2 30-06 SPRG autoTurret,items,Ammo,New,MK-2 30-06 Springfield AutoTurret,,,,,

3006SPRGautoTurretSchematic,items,Ammo,New,30-06 Springfield AutoTurret Schematic,,,,,
MK23006SPRGautoTurretSchematic,items,Ammo,New,MK-2 30-06 Springfield AutoTurret Schematic,,,,,

50 BMG autoTurret,items,Ammo,New,50 BMG AutoTurret,,,,,
MK-2 50 BMG autoTurret,items,Ammo,New,MK-2 50 BMG AutoTurret,,,,,

50BMGautoTurretSchematic,items,Ammo,New,50 BMG AutoTurret Schematic,,,,,
MK250BMGautoTurretSchematic,items,Ammo,New,MK-2 50 BMG AutoTurret Schematic,,,,,



Slug shotgunTurret,items,Ammo,New,Slug ShotgunTurret,,,,,
MK-2 Slug shotgunTurret,items,Ammo,New,MK-2 Slug ShotgunTurret,,,,,

SlugshotgunTurretSchematic,items,Ammo,New,Slug ShotgunTurret Schematic,,,,,
MK2SlugshotgunTurretSchematic,items,Ammo,New,MK-2 Slug ShotgunTurret Schematic,,,,,

10 Gauge shotgunTurret,items,Ammo,New,10 Gauge ShotgunTurret,,,,,
MK-2 10 Gauge shotgunTurret,items,Ammo,New,MK-2 10 Gauge ShotgunTurret,,,,,

10GaugeshotgunTurretSchematic,items,Ammo,New,10 Gauge ShotgunTurret Schematic,,,,,
MK210GaugeshotgunTurretSchematic,items,Ammo,New,MK-2 10 Gauge ShotgunTurret Schematic,,,,,

16 Gauge shotgunTurret,items,Ammo,New,16 Gauge ShotgunTurret,,,,,
MK-2 16 Gauge shotgunTurret,items,Ammo,New,MK-2 16 Gauge ShotgunTurret,,,,,

16GaugeshotgunTurretSchematic,items,Ammo,New,16 Gauge ShotgunTurret Schematic,,,,,
MK216GaugeshotgunTurretSchematic,items,Ammo,New,MK-2 16 Gauge ShotgunTurret Schematic,,,,,

20 Gauge shotgunTurret,items,Ammo,New,20 Gauge ShotgunTurret,,,,,
MK-2 20 Gauge shotgunTurret,items,Ammo,New,MK-2 20 Gauge ShotgunTurret,,,,,

20GaugeshotgunTurretSchematic,items,Ammo,New,20 Gauge ShotgunTurret Schematic,,,,,
MK220GaugeshotgunTurretSchematic,items,Ammo,New,MK-2 20 Gauge ShotgunTurret Schematic,,,,,

.410 Gauge shotgunTurret,items,Ammo,New,.410 Gauge ShotgunTurret,,,,,
MK-2 .410 Gauge shotgunTurret,items,Ammo,New,MK-2 .410 Gauge ShotgunTurret,,,,,

410GaugeshotgunTurretSchematic,items,Ammo,New,.410 Gauge ShotgunTurret Schematic,,,,,
MK2410GaugeshotgunTurretSchematic,items,Ammo,New,MK-2 .410 Gauge ShotgunTurret Schematic,,,,,





BeltLinksDesc,items,Ammo,New,Machine Gun Links are used to make Ammunition Belts for belt-fed turrets.,,,,,
AmmunitionBeltLinks,items,Ammo,New,Machine Gun Links,,,,,
AmmunitionBeltLinksSchematic,items,Ammo,New,Machine Gun Link Schematic,,,,,





LinkedAmmoDesc,items,Ammo,New,Ammunition Belts are used for belt-fed turrets and can hold more ammunition in one stack.,,,,,

30CarbineAmmunitionBelt,items,Ammo,New,.30 Carbine Ammunition Belt (AMMO),,,,,

762x39AmmunitionBelt,items,Ammo,New,7.62x39mm Ammunition Belt (AMMO),,,,,

556x45mmNATOAmmunitionBelt,items,Ammo,New,5.56x45mm NATO Ammunition Belt (AMMO),,,,,

762x51mmNATOAmmunitionBelt,items,Ammo,New,7.62x51mm NATO Ammunition Belt (AMMO),,,,,

8MMMauserAmmunitionBelt,items,Ammo,New,7.92x57mm Mauser Ammunition Belt (AMMO),,,,,

30_06SPRGAmmunitionBelt,items,Ammo,New,30-06 Springfield Ammunition Belt (AMMO),,,,,

50BMGAmmunitionBelt,items,Ammo,New,50 BMG Ammunition Belt (AMMO),,,,,
